"MS.Zoning","Lot.Area","Alley","Lot.Shape","Land.Contour","Lot.Config","Land.Slope","Neighborhood","Condition.1","Bldg.Type","House.Style","Overall.Qual","Overall.Cond","Year.Built","Year.Remod.Add","Roof.Style","Exterior.1st","Mas.Vnr.Type","Mas.Vnr.Area","Exter.Qual","Exter.Cond","Foundation","Bsmt.Qual","Total.Bsmt.SF","Heating.QC","Central.Air","Electrical","Gr.Liv.Area","Bsmt.Full.Bath","Bsmt.Half.Bath","Full.Bath","Half.Bath","Bedroom.AbvGr","Kitchen.AbvGr","Kitchen.Qual","TotRms.AbvGrd","Functional","Fireplaces","Fireplace.Qu","Garage.Type","Garage.Cars","Garage.Area","Paved.Drive","Wood.Deck.SF","Open.Porch.SF","Enclosed.Porch","X3Ssn.Porch","Screen.Porch","Pool.Area","Fence","Misc.Val","Mo.Sold","Yr.Sold","Sale.Type","Sale.Condition","SalePrice"
"RL",12898,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","1Fam","1Story",9,5,2007,2008,"Hip","VinylSd","Stone",70,"Gd","TA","PConc","Ex",1620,"Ex","Y","SBrkr",1620,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",3,912,"Y",228,0,0,0,0,0,"NP",0,9,2009,"WD ","Normal",315500
"RL",13159,"NP","Irreg","NonLvl","Corner","Gtl","Other","Norm","1Fam","2Story",7,5,2009,2009,"Gable","VinylSd","None",0,"TA","TA","PConc","Ex",846,"Gd","Y","SBrkr",1692,0,0,2,1,3,1,"Gd",6,"Typ",0,"NP","Attchd",2,650,"Y",208,114,0,0,0,0,"NP",0,7,2009,"New","Partial",224500
"RL",13438,"NP","Irreg","NonLvl","Corner","Gtl","Other","Norm","1Fam","1Story",9,5,2008,2008,"Gable","CemntBd","Stone",246,"Ex","TA","CBlock","Ex",2190,"Ex","Y","SBrkr",2036,1,0,2,0,3,1,"Ex",9,"Typ",1,"Gd","Attchd",3,780,"Y",90,154,0,0,0,0,"NP",0,7,2009,"WD ","Normal",410000
"RL",14463,"NP","Irreg","NonLvl","Corner","Gtl","Other","Norm","1Fam","1Story",9,5,2008,2008,"Gable","CemntBd","Brick",406,"Ex","TA","PConc","Ex",1641,"Ex","Y","SBrkr",1641,1,0,2,0,3,1,"Ex",7,"Typ",0,"NP","Attchd",3,885,"Y",0,95,0,0,0,0,"NP",0,1,2009,"WD ","Normal",316500
"RL",8925,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",1466,"Ex","Y","SBrkr",1466,0,0,2,0,3,1,"Gd",7,"Typ",0,"NP","Attchd",3,610,"Y",100,18,0,0,0,0,"NP",0,7,2009,"WD ","Normal",201000
"RL",11457,"NP","Irreg","Lvl","Corner","Gtl","Other","Norm","1Fam","1Story",6,5,1988,1988,"Gable","HdBoard","None",0,"TA","TA","CBlock","Gd",1392,"TA","Y","SBrkr",1412,1,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2,576,"Y",0,0,169,0,0,0,"NP",0,3,2009,"WD ","Normal",175000
"RL",9839,"NP","Irreg","Lvl","CulDSac","Gtl","Other","Norm","1Fam","2Story",6,8,1980,2006,"Gable","MetalSd","None",0,"TA","Gd","PConc","Gd",712,"Ex","Y","SBrkr",2237,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","BuiltIn",2,440,"Y",305,24,0,0,0,0,"NP",2500,2,2009,"WD ","Normal",204000
"RL",14419,"NP","Irreg","Lvl","Corner","Gtl","Other","Norm","1Fam","SLvl",7,5,1987,1989,"Hip","Plywood","Brick",310,"TA","TA","PConc","Gd",1645,"Ex","Y","SBrkr",1479,2,0,2,1,3,1,"Gd",7,"ATyp",1,"TA","Attchd",2,578,"Y",224,238,0,0,0,0,"NP",0,7,2009,"WD ","Normal",213500
"RL",6853,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",8,5,2001,2002,"Gable","VinylSd","Brick",136,"Gd","TA","PConc","Ex",1267,"Ex","Y","SBrkr",1296,1,0,2,0,2,1,"Gd",6,"Typ",0,"NP","Attchd",2,471,"Y",192,25,0,0,0,0,"NP",0,6,2009,"WD ","Normal",220000
"RL",9157,"NP","Irreg","Lvl","Corner","Gtl","Other","Norm","1Fam","2Story",7,5,2003,2003,"Gable","VinylSd","None",0,"Gd","TA","PConc","Gd",912,"Ex","Y","SBrkr",2014,0,0,2,1,3,1,"Gd",9,"Typ",0,"NP","Attchd",2,486,"Y",124,114,0,0,0,0,"NP",0,2,2009,"WD ","Abnorml",170000
"RL",14601,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","1Fam","1Story",9,5,2006,2006,"Hip","VinylSd","Brick",584,"Ex","TA","PConc","Ex",1838,"Ex","Y","SBrkr",1838,1,0,2,0,2,1,"Ex",8,"Typ",1,"Gd","Attchd",3,765,"Y",270,68,0,0,0,0,"NP",0,3,2009,"WD ","Normal",315000
"RL",12633,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","1Fam","1Story",9,5,2007,2007,"Hip","CemntBd","Stone",290,"Ex","TA","PConc","Ex",1978,"Ex","Y","SBrkr",1978,1,0,2,0,2,1,"Ex",7,"Typ",1,"Gd","Attchd",3,920,"Y",308,52,0,0,0,0,"NP",0,5,2009,"WD ","Normal",425000
"RL",12518,"NP","Irreg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,7,1968,1968,"Gable","HdBoard","Brick",182,"TA","TA","CBlock","TA",1008,"Gd","Y","SBrkr",1008,0,0,1,0,3,1,"Gd",6,"Typ",0,"NP","Attchd",1,384,"Y",144,0,0,0,0,0,"MnPrv",0,4,2009,"WD ","Normal",139500
"RM",4500,"NP","Reg","Lvl","FR","Gtl","Mitchel","Norm","townhouse","1Story",6,5,1998,1998,"Hip","VinylSd","Brick",320,"TA","TA","PConc","Ex",1204,"Ex","Y","SBrkr",1204,1,0,2,0,2,1,"TA",5,"Typ",0,"NP","Attchd",2,412,"Y",0,247,0,0,0,0,"NP",0,6,2009,"WD ","Normal",162000
"RM",4500,"NP","Reg","Lvl","FR","Gtl","Mitchel","Norm","townhouse","1Story",6,5,1999,1999,"Hip","VinylSd","Brick",425,"TA","TA","PConc","Ex",1224,"Ex","Y","SBrkr",1224,1,0,2,0,2,1,"TA",5,"Typ",0,"NP","Attchd",2,402,"Y",0,304,0,0,0,0,"NP",0,6,2009,"WD ","Normal",165000
"RM",1596,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","SLvl",4,5,1973,1973,"Gable","CemntBd","None",0,"TA","TA","CBlock","Gd",462,"TA","Y","SBrkr",988,1,0,1,0,2,1,"TA",5,"Typ",0,"NP","BuiltIn",1,297,"Y",120,101,0,0,0,0,"GdWo",0,11,2009,"WD ","Normal",91000
"RL",9858,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,6,1968,1968,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",864,"TA","Y","SBrkr",874,1,0,1,0,3,1,"TA",5,"Typ",0,"NP","Attchd",1,288,"Y",33,0,0,0,0,0,"GdWo",600,11,2009,"WD ","Normal",130000
"RM",1526,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","SFoyer",4,8,1970,2002,"Gable","CemntBd","None",0,"TA","Gd","CBlock","Gd",630,"TA","Y","SBrkr",630,1,0,1,0,1,1,"Gd",3,"Typ",0,"NP","Attchd",1,286,"Y",0,0,0,0,0,0,"NP",0,5,2009,"WD ","Normal",86000
"RL",13383,"NP","Irreg","Lvl","Inside","Sloped","Mitchel","Norm","1Fam","1Story",5,5,1969,2000,"Hip","HdBoard","Brick",176,"TA","TA","CBlock","TA",1188,"Ex","Y","SBrkr",1404,0,0,2,0,3,1,"TA",7,"Typ",1,"Po","Attchd",2,504,"Y",0,16,0,0,0,0,"NP",0,3,2009,"WD ","Normal",160000
"RM",1477,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","SFoyer",4,4,1970,1970,"Gable","CemntBd","None",0,"TA","TA","CBlock","Gd",630,"TA","Y","SBrkr",630,1,0,1,0,1,1,"TA",3,"Typ",0,"NP","Attchd",1,286,"Y",0,0,0,0,0,0,"NP",0,4,2009,"WD ","Normal",80000
"RM",1533,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",4,6,1970,2008,"Gable","CemntBd","None",0,"TA","TA","CBlock","TA",546,"TA","Y","SBrkr",1344,0,0,1,1,3,1,"TA",6,"Typ",1,"TA","NP",0,0,"Y",0,0,0,0,0,0,"NP",0,5,2009,"WD ","Normal",97000
"RM",2217,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","2Story",4,4,1970,1970,"Gable","CemntBd","None",0,"TA","TA","CBlock","TA",546,"TA","Y","SBrkr",1092,0,0,1,1,3,1,"TA",6,"Typ",0,"NP","Attchd",1,286,"Y",238,0,0,0,0,0,"NP",0,8,2009,"WD ","Normal",88000
"RL",7689,"NP","Irreg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","SFoyer",5,8,1972,1972,"Gable","MetalSd","None",0,"TA","TA","CBlock","Gd",796,"Gd","Y","SBrkr",796,0,1,1,0,2,1,"TA",4,"Typ",0,"NP","Detchd",1,336,"Y",138,0,0,0,0,0,"MnPrv",0,7,2009,"WD ","Normal",131900
"RL",7706,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","SLvl",6,5,1993,1996,"Gable","HdBoard","None",0,"TA","Gd","CBlock","Gd",384,"Ex","Y","SBrkr",1091,0,1,1,0,2,1,"TA",5,"Typ",0,"NP","Attchd",1,429,"Y",280,0,0,0,0,0,"NP",700,8,2009,"WD ","Normal",131250
"RL",9101,"NP","Irreg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","SFoyer",5,6,1978,1978,"Gable","Plywood","Brick",104,"TA","Gd","PConc","Gd",1097,"Ex","Y","SBrkr",1110,1,0,1,0,1,1,"Gd",4,"Typ",1,"TA","Attchd",2,602,"Y",303,30,0,0,0,0,"NP",0,7,2009,"WD ","Normal",165500
"RL",8780,"NP","Irreg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","1Story",5,5,1985,1985,"Gable","HdBoard","None",0,"TA","TA","CBlock","TA",833,"Ex","Y","SBrkr",833,1,0,1,0,3,1,"TA",5,"Typ",0,"NP","NP",0,0,"Y",0,0,0,0,0,0,"MnPrv",0,3,2009,"WD ","Normal",112000
"RL",7669,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","SFoyer",5,6,1992,1993,"Gable","HdBoard","None",0,"TA","TA","PConc","Gd",828,"TA","Y","SBrkr",883,1,0,1,0,2,1,"TA",5,"Typ",1,"TA","Detchd",2,698,"Y",100,32,0,0,0,0,"GdPrv",0,6,2009,"WD ","Normal",149000
"RL",10429,"NP","Reg","Lvl","Inside","Gtl","Mitchel","Norm","1Fam","2Story",5,5,1992,1992,"Gable","HdBoard","None",0,"TA","TA","PConc","Gd",624,"TA","Y","SBrkr",1287,0,0,1,1,3,1,"TA",6,"Typ",0,"NP","Detchd",2,440,"Y",150,0,0,0,0,0,"NP",0,7,2009,"WD ","Normal",130000
"RL",9819,"NP","Irreg","Lvl","Inside","Sloped","Mitchel","Norm","1Fam","1Story",6,5,1977,1977,"Gable","Plywood","None",0,"TA","TA","PConc","TA",1567,"TA","Y","SBrkr",1567,1,0,2,0,2,1,"Gd",5,"Typ",2,"TA","Attchd",2,714,"Y",264,32,0,0,0,0,"NP",0,5,2009,"WD ","Normal",196000
"RL",10457,"NP","Irreg","Lvl","Inside","Sloped","Mitchel","Norm","1Fam","2Story",5,7,1969,1969,"Gable","VinylSd","Brick",178,"Gd","Gd","CBlock","TA",784,"Ex","Y","SBrkr",1632,0,0,1,1,4,1,"TA",7,"Typ",1,"TA","Attchd",2,898,"Y",0,173,368,0,0,0,"MnPrv",0,4,2009,"WD ","Normal",173000
"RL",11029,"NP","Irreg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",6,8,1958,2002,"Hip","MetalSd","None",0,"Ex","TA","CBlock","Gd",1184,"Ex","Y","SBrkr",1414,1,0,1,0,3,1,"TA",6,"ATyp",1,"TA","Attchd",2,601,"Y",0,51,0,0,190,0,"NP",0,5,2008,"WD ","Normal",176500
"RL",12925,"NP","Irreg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","1Story",6,7,1970,1970,"Gable","Brick","None",0,"TA","TA","CBlock","TA",1205,"Ex","Y","SBrkr",2117,0,0,2,1,4,1,"TA",7,"Typ",2,"Gd","Attchd",2,550,"Y",0,42,0,0,0,0,"NP",0,5,2008,"WD ","Normal",237500
"RL",11075,"NP","Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","2Story",6,5,1969,1969,"Gable","HdBoard","None",0,"TA","TA","CBlock","Fa",952,"TA","Y","SBrkr",2112,0,0,2,1,4,1,"TA",9,"Typ",2,"Gd","Attchd",2,576,"Y",280,0,0,0,0,0,"NP",0,6,2008,"WD ","Normal",206900
"RL",8702,"NP","Irreg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1997,1998,"Gable","VinylSd","None",0,"TA","TA","PConc","TA",926,"Ex","Y","SBrkr",1604,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2,470,"Y",0,36,0,0,0,0,"NP",0,4,2008,"WD ","Normal",187500
"RL",8139,"NP","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1995,1996,"Gable","VinylSd","Brick",119,"TA","TA","PConc","Gd",680,"Gd","Y","SBrkr",1470,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","BuiltIn",2,420,"Y",192,49,0,0,0,0,"NP",0,10,2008,"WD ","Normal",165000
"RL",9535,"NP","Irreg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1998,1998,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",926,"Ex","Y","SBrkr",1604,0,0,2,1,3,1,"TA",7,"Typ",0,"NP","Attchd",2,472,"Y",100,82,0,0,0,0,"NP",0,5,2008,"WD ","Normal",195500
"RL",9042,"NP","Irreg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1998,1998,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",943,"Gd","Y","SBrkr",1638,1,0,2,1,3,1,"TA",7,"Typ",2,"TA","Attchd",2,472,"Y",100,38,0,0,0,0,"NP",0,7,2008,"WD ","Normal",192000
"RL",15038,"NP","Irreg","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1996,1996,"Gable","HdBoard","None",0,"TA","TA","PConc","Gd",916,"Gd","Y","SBrkr",1636,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2,386,"Y",168,84,0,0,0,0,"NP",0,11,2008,"WD ","Normal",173000
"RL",14137,"NP","Irreg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","1Story",5,5,1996,1997,"Gable","HdBoard","None",0,"Gd","TA","PConc","Gd",1348,"Gd","Y","SBrkr",1384,1,0,2,0,3,1,"Gd",7,"Typ",0,"NP","Attchd",2,404,"Y",0,39,0,0,0,0,"NP",0,11,2008,"WD ","Normal",177900
"RL",21872,"NP","Irreg","NonLvl","FR","Gtl","Gilbert","Norm","1Fam","2Story",7,5,1996,1997,"Gable","HdBoard","None",0,"TA","TA","PConc","Gd",729,"Ex","Y","SBrkr",1446,0,1,2,1,3,1,"TA",6,"Typ",1,"TA","Attchd",2,406,"Y",264,22,0,0,0,0,"NP",0,8,2008,"WD ","Normal",175000
"RL",4923,"NP","Reg","Lvl","Inside","Gtl","Other","Norm","townhouse","1Story",8,5,2001,2002,"Gable","CemntBd","None",0,"Gd","TA","PConc","Ex",1593,"Ex","Y","SBrkr",1593,1,0,1,1,0,1,"Ex",5,"Typ",1,"Gd","Attchd",2,682,"Y",0,120,0,0,224,0,"NP",0,8,2008,"WD ","Normal",286000
"RL",6264,"NP","Irreg","Lvl","Corner","Gtl","Other","Norm","1Fam","1Story",8,5,1997,1997,"Gable","CemntBd","None",0,"Gd","TA","PConc","Ex",1664,"Ex","Y","SBrkr",1682,1,0,1,1,1,1,"Gd",6,"ATyp",1,"TA","Attchd",2,528,"Y",0,0,0,0,0,0,"NP",0,7,2008,"WD ","Normal",247900
"RL",5395,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","townhouse","1Story",8,5,1993,1993,"Gable","HdBoard","None",0,"Gd","TA","PConc","Gd",1337,"Gd","Y","SBrkr",1337,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",2,462,"Y",96,0,70,168,0,0,"NP",0,10,2008,"WD ","Normal",180000
"RL",5070,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","townhouse","1Story",8,5,1992,1992,"Gable","HdBoard","None",0,"Gd","TA","PConc","Gd",1280,"Ex","Y","SBrkr",1280,0,0,2,0,2,1,"Gd",5,"Typ",0,"NP","Attchd",2,506,"Y",0,82,0,0,144,0,"NP",0,8,2008,"WD ","Normal",180000
"RL",10839,"NP","Irreg","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1997,1998,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",926,"Ex","Y","SBrkr",1604,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2,470,"Y",0,36,0,0,0,0,"NP",0,7,2008,"WD ","Normal",181000
"RL",11184,"NP","Irreg","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1998,1998,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",932,"Gd","Y","SBrkr",1633,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2,460,"Y",0,39,0,0,0,0,"NP",0,4,2008,"WD ","Family",183000
"RL",8000,"NP","Reg","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1995,1996,"Gable","HdBoard","None",0,"TA","TA","PConc","Gd",773,"Gd","Y","SBrkr",1658,1,0,2,1,3,1,"TA",8,"Typ",1,"TA","Attchd",2,431,"Y",224,84,0,0,0,0,"NP",0,6,2008,"WD ","Normal",188000
"RL",10832,"NP","Irreg","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",7,5,1994,1996,"Gable","MetalSd","None",0,"Gd","TA","PConc","Gd",712,"Ex","Y","SBrkr",1895,0,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",2,409,"Y",143,46,0,0,0,0,"NP",500,10,2008,"WD ","Normal",194500
"RL",14067,"NP","Reg","Lvl","FR","Gtl","Gilbert","Norm","1Fam","2Story",6,5,1991,1991,"Gable","HdBoard","Brick",194,"TA","TA","PConc","Gd",836,"Gd","Y","SBrkr",1709,1,0,2,1,3,1,"Gd",7,"Typ",0,"NP","Attchd",2,416,"Y",0,40,0,0,0,0,"GdPrv",0,9,2008,"WD ","Normal",185000
"RL",4671,"NP","Irreg","NonLvl","Inside","Gtl","Other","Norm","townhouse","1Story",8,5,1988,1989,"Gable","HdBoard","None",0,"Gd","TA","PConc","Gd",1228,"Gd","Y","SBrkr",1228,1,0,2,0,2,1,"Gd",5,"Typ",1,"Gd","Attchd",2,472,"Y",168,120,0,0,0,0,"NP",0,10,2008,"WD ","Normal",189000
"RL",5950,"NP","Irreg","NonLvl","Inside","Sloped","Other","Norm","townhouse","1Story",8,5,1989,1989,"Gable","HdBoard","None",0,"Gd","TA","PConc","Gd",1337,"Gd","Y","SBrkr",1337,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",2,462,"Y",0,73,154,0,0,0,"NP",0,4,2008,"WD ","Normal",188500
"RL",13543,"NP","Irreg","NonLvl","Corner","Gtl","Other","Norm","1Fam","2Story",8,5,2005,2005,"Gable","VinylSd","Stone",130,"Gd","TA","PConc","Ex",1168,"Ex","Y","SBrkr",2500,0,0,3,1,5,1,"Ex",9,"Typ",1,"Gd","BuiltIn",3,683,"Y",192,32,0,0,0,0,"NP",0,7,2008,"WD ","Normal",355000
"RL",11198,"NP","Irreg","Lvl","Inside","Gtl","Other","Norm","1Fam","2Story",9,5,2005,2007,"Hip","VinylSd","Brick",245,"Gd","TA","PConc","Gd",1122,"Ex","Y","SBrkr",2504,0,0,2,1,4,1,"Ex",11,"Typ",1,"Gd","BuiltIn",3,656,"Y",144,39,0,0,0,0,"NP",0,6,2008,"WD ","Normal",325000
"RL",15401,"NP","Irreg","NonLvl","CulDSac","Gtl","Other","Norm","1Fam","1Story",9,5,2004,2004,"Hip","VinylSd","Brick",296,"Ex","TA","PConc","Ex",1884,"Ex","Y","SBrkr",1884,1,0,2,0,2,1,"Ex",7,"Typ",1,"Gd","Attchd",3,670,"Y",214,76,0,0,0,0,"NP",0,9,2008,"WD ","Normal",387000
"RL",31220,"NP","Irreg","NonLvl","FR","Gtl","Gilbert","Street","1Fam","1Story",6,2,1952,1952,"Hip","Brick","None",0,"TA","TA","CBlock","TA",1632,"TA","Y","FuseA",1474,0,0,1,0,3,1,"TA",7,"ATyp",2,"Gd","Attchd",2,495,"Y",0,0,144,0,0,0,"NP",750,5,2008,"WD ","Normal",115000
"RL",20544,"NP","Irreg","Lvl","CulDSac","Gtl","NWAmes","Norm","1Fam","2Story",7,6,1986,1991,"Gable","Plywood","Brick",123,"TA","Gd","CBlock","Gd",791,"Gd","Y","SBrkr",2093,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",2,542,"Y",364,63,0,0,0,0,"MnPrv",0,11,2008,"WD ","Normal",215000
"RL",12680,"NP","Irreg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",7,6,1988,1988,"Gable","Plywood","Brick",102,"Gd","TA","CBlock","Gd",1675,"Ex","Y","SBrkr",1688,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2,528,"Y",0,48,0,0,141,0,"NP",0,6,2008,"WD ","Normal",226500
"RL",12090,"NP","Irreg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,6,1981,1981,"Gable","MetalSd","Brick",210,"TA","Gd","CBlock","Gd",1422,"TA","Y","SBrkr",1422,0,0,2,0,3,1,"Gd",7,"Typ",1,"TA","Attchd",2,576,"Y",276,0,0,0,0,0,"GdPrv",0,6,2008,"WD ","Normal",175500
"RL",10825,"NP","Irreg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",7,7,1983,1983,"Gable","Wood","Brick",174,"Gd","TA","CBlock","Gd",1260,"TA","Y","SBrkr",1260,1,0,2,0,3,1,"TA",6,"Typ",0,"NP","Attchd",2,598,"Y",152,0,0,0,0,0,"NP",0,7,2008,"WD ","Normal",181900
"RL",18559,"NP","Irreg","Lvl","CulDSac","Gtl","NWAmes","Norm","1Fam","1Story",7,5,1978,1978,"Hip","Plywood","Brick",383,"Gd","Gd","CBlock","Gd",2048,"TA","Y","SBrkr",2064,1,0,2,0,3,1,"Gd",7,"Typ",2,"TA","Attchd",2,550,"Y",200,0,0,0,0,0,"NP",0,8,2008,"WD ","Normal",235000
"RL",14450,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",7,5,1979,1979,"Hip","Plywood","Brick",194,"Gd","TA","CBlock","Gd",1782,"TA","Y","SBrkr",1782,0,1,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2,551,"Y",467,0,0,0,0,0,"NP",0,3,2008,"WD ","Normal",220000
"RL",13068,"NP","Reg","Lvl","Corner","Gtl","NWAmes","Norm","1Fam","1Story",6,5,1976,1976,"Hip","HdBoard","Brick",621,"TA","TA","PConc","Gd",1211,"TA","Y","SBrkr",1211,1,0,2,0,3,1,"Gd",6,"Typ",1,"Po","Attchd",2,461,"Y",0,0,0,174,0,0,"MnPrv",0,11,2008,"WD ","Normal",161000
"RL",15611,"NP","Irreg","Lvl","Corner","Gtl","NWAmes","Norm","1Fam","1Story",5,6,1977,1977,"Gable","VinylSd","None",0,"TA","TA","PConc","Gd",1126,"TA","Y","SBrkr",1126,0,1,2,0,3,1,"Ex",6,"Typ",0,"NP","Attchd",2,540,"Y",180,0,0,0,0,0,"NP",0,3,2008,"WD ","Abnorml",175000
"RL",10400,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",7,6,1980,1988,"Gable","HdBoard","Brick",280,"TA","TA","CBlock","Gd",738,"TA","Y","SBrkr",2044,0,0,2,1,3,1,"TA",7,"ATyp",1,"TA","Attchd",2,489,"Y",28,73,0,0,0,0,"NP",0,3,2008,"WD ","Normal",185000
"RL",9743,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",5,6,1969,1969,"Gable","VinylSd","None",0,"TA","TA","CBlock","TA",720,"Gd","Y","SBrkr",1308,0,0,1,1,3,1,"TA",7,"Typ",0,"NP","Detchd",2,484,"Y",0,0,0,0,0,0,"NP",0,6,2008,"WD ","Normal",146900
"RL",11361,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,5,1976,1976,"Gable","Plywood","Brick",160,"TA","TA","CBlock","Gd",1193,"TA","Y","SBrkr",1523,0,1,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",2,478,"Y",0,0,0,0,189,0,"MnPrv",0,5,2008,"Oth","Abnorml",180000
"RL",10400,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,5,1976,1976,"Gable","HdBoard","Brick",120,"TA","TA","CBlock","TA",1444,"TA","Y","SBrkr",1444,0,0,2,0,2,1,"TA",5,"Typ",1,"Gd","Attchd",2,473,"Y",0,24,0,0,0,0,"GdWo",0,4,2008,"WD ","Normal",159900
"RL",10480,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","2Story",7,6,1976,1976,"Hip","Plywood","Brick",660,"TA","TA","CBlock","TA",803,"TA","Y","SBrkr",1964,0,0,2,1,4,1,"TA",8,"Typ",1,"Gd","Attchd",2,483,"Y",0,69,0,0,0,0,"NP",0,9,2008,"WD ","Normal",205000
"RL",10000,"NP","Reg","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",5,6,1973,2000,"Gable","HdBoard","None",0,"TA","TA","CBlock","Gd",1176,"Gd","Y","SBrkr",1178,0,1,1,1,3,1,"Gd",5,"Typ",1,"TA","Attchd",2,439,"Y",224,0,0,0,0,0,"MnPrv",0,11,2008,"WD ","Normal",157000
"RL",14311,"NP","Irreg","Lvl","FR","Gtl","NWAmes","Norm","1Fam","2Story",8,5,1996,1996,"Gable","VinylSd","Brick",402,"Gd","TA","PConc","Gd",1236,"Ex","Y","SBrkr",2340,1,0,2,1,4,1,"Gd",9,"Typ",1,"Gd","Attchd",3,787,"Y",192,180,218,0,0,0,"GdPrv",0,6,2008,"WD ","Normal",306000
"RL",9000,"NP","Reg","Lvl","FR","Gtl","NAmes","Norm","multifam","2Story",5,5,1974,1974,"Gable","VinylSd","None",0,"TA","TA","CBlock","Gd",896,"TA","Y","SBrkr",1792,0,0,2,2,4,2,"TA",8,"Typ",0,"NP","Detchd",2,480,"Y",0,45,0,0,0,0,"NP",0,6,2008,"WD ","Normal",133000
"RL",9750,"NP","Reg","Lvl","FR","Gtl","NAmes","Norm","1Fam","1Story",6,8,1969,1969,"Gable","HdBoard","None",0,"TA","TA","CBlock","Gd",1054,"Gd","Y","SBrkr",1054,1,0,1,1,3,1,"TA",6,"Typ",0,"NP","Attchd",2,460,"Y",180,0,0,0,80,0,"NP",0,7,2008,"WD ","Normal",151000
